Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Rock Band 3,2010,Misc,MTV Games,0.73,0.09,0,0.06,0.88,93,57,8.2,137,Harmonix Music Systems,T
Sonic Free Riders,2010,Racing,Sega,0.74,0.25,0,0.09,1.09,47,52,2.1,98,Sega,E
Dead Rising 2,2010,Action,Capcom,0.75,0.52,0.09,0.12,1.49,79,76,6.9,216,Blue Castle Games,M
EA Sports Active 2,2010,Sports,Electronic Arts,0.76,0.39,0,0.11,1.26,79,8,8.1,22,EA Canada,E
Skate 3,2010,Sports,Electronic Arts,0.79,0.88,0,0.32,1.98,80,46,7.6,82,EA Black Box,T
Your Shape: Fitness Evolved,2010,Sports,Ubisoft,0.79,0.41,0,0.11,1.32,73,32,7.5,25,Ubisoft Montreal,E
NCAA Football 11,2010,Sports,Electronic Arts,0.79,0,0,0.06,0.85,85,22,7.4,25,EA Tiburon,E
Star Wars: The Force Unleashed II,2010,Action,LucasArts,0.8,0.49,0,0.21,1.5,63,41,6.8,121,LucasArts,T
UFC Undisputed 2010,2010,Fighting,THQ,0.8,0.4,0.02,0.18,1.41,85,54,7.2,48,Yuke's,T
Call of Duty: Black Ops,2010,Shooter,Activision,0.8,0.45,0,0.12,1.37,80,25,5.8,87,Treyarch,M
BioShock 2,2010,Shooter,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,88,62,8.2,492,2K Marin,M
Mafia II,2010,Action,Take-Two Interactive,0.85,0.55,0,0.15,1.55,74,79,7.8,458,2K Czech,M
Metroid: Other M,2010,Action,Nintendo,0.85,0.27,0.13,0.1,1.34,79,71,6.5,482,Team Ninja,T
NCAA Football 11,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70,EA Tiburon,E
Mario Sports Mix,2010,Sports,Nintendo,0.88,0.44,0.63,0.12,2.08,64,54,7.1,34,Square Enix,E
UFC Undisputed 2010,2010,Fighting,THQ,0.9,0.31,0,0.11,1.32,84,70,6.7,80,Yuke's,T
Sonic Classic Collection,2010,Platform,Sega,0.92,0.73,0,0.17,1.83,70,24,7.5,28,Creative Assembly,E
Sonic Colors,2010,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78,58,8.5,301,Sonic Team,E
Kinect Joy Ride,2010,Racing,Microsoft Game Studios,0.92,0.39,0,0.12,1.43,52,46,5,20,BigPark,E
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.46,0,0.14,1.55,79,58,8,62,Traveller's Tales,E10+
Star Wars: The Force Unleashed II,2010,Action,LucasArts,0.95,0.37,0,0.11,1.43,61,59,5.7,180,LucasArts,T
Sid Meier's Civilization V,2010,Strategy,Take-Two Interactive,0.98,0.52,0,0.17,1.68,90,70,7.9,2280,Firaxis Games,E10+
Kinectimals,2010,Simulation,Microsoft Game Studios,1.02,0.46,0,0.13,1.62,74,50,3.1,69,Frontier Developments,E
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,1.03,0.96,0,0.21,2.2,88,73,7,206,Criterion Games,E10+
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89,59,7.2,301,Criterion Games,E10+
Super Scribblenauts,2010,Puzzle,Warner Bros. Interactive Entertainment,1.06,0.29,0,0.11,1.46,81,53,8.2,46,5TH Cell,E10+
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,1.07,0.99,0,0.22,2.28,72,7,7.2,6,TT Fusion,E10+
The Sims 3,2010,Simulation,Electronic Arts,1.27,0.81,0,0.2,2.28,76,42,7.1,71,The Sims Studio,T
Medal of Honor,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75,56,7.5,286,"EA DICE, Danger Close",M
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,1.28,0.93,0,0.22,2.43,79,13,8,34,Traveller's Tales,E10+
Final Fantasy XIII,2010,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,82,54,6.3,539,Square Enix,T
Heavy Rain,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87,107,7.7,2759,Quantic Dream,M
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88,59,8.5,572,EA DICE,M
NBA 2K11,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89,46,7.6,105,Visual Concepts,E
BioShock 2,2010,Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2,88,93,8.2,573,2K Marin,M
Skate 3,2010,Sports,Electronic Arts,1.47,0.93,0,0.24,2.63,80,65,8,127,EA Black Box,T
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82,57,7.8,492,Obsidian Entertainment,M
Medal of Honor,2010,Shooter,Electronic Arts,1.56,0.8,0.04,0.21,2.61,74,71,6.7,288,"Dice, Danger Close",M
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79,51,7.7,18,Nintendo,E
Zumba Fitness,2010,Sports,505 Games,1.74,0.45,0,0.18,2.37,42,10,5.5,16,"Pipeworks Software, Inc.",E
Wii Party,2010,Misc,Nintendo,1.75,3.47,2.49,0.67,8.38,68,42,7.4,54,Nd Cube,E
World of Warcraft: Cataclysm,2010,Role-Playing,Activision,1.77,0.32,0,0,2.08,90,53,5.6,953,Blizzard Entertainment,T
NBA 2K11,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,89,50,8.1,100,Visual Concepts,E
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90,59,8.2,791,Ubisoft Montreal,M
Mass Effect 2,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3143,BioWare,M
Epic Mickey,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3,73,78,7,131,Junction Point,E
Madden NFL 11,2010,Sports,Electronic Arts,2.04,0.15,0,0.2,2.38,83,36,6.1,68,EA Tiburon,E
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,EA DICE,M
Sports Champions,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76,64,7.9,104,"SCEA, Zindagi Games",E10+
Dance Central,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82,63,7.6,85,Harmonix Music Systems,T
Madden NFL 11,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69,84,47,5.7,120,EA Tiburon,E
StarCraft II: Wings of Liberty,2010,Strategy,Activision,2.57,1.68,0,0.58,4.84,93,82,8.2,3052,Blizzard Entertainment,T
Michael Jackson: The Experience,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56,37,8.3,31,"Ubisoft Paris, Ubisoft Montpellier",E10+
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84,81,8.1,769,Obsidian Entertainment,M
God of War III,2010,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92,101,8.7,2633,SCE Santa Monica,M
Red Dead Redemption,2010,Action,Take-Two Interactive,2.79,2.53,0.17,0.99,6.49,95,73,8.8,2456,Rockstar San Diego,M
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693,Ubisoft Montreal,M
Gran Turismo 5,2010,Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,10.7,84,82,7.5,1112,Polyphony Digital,E
Donkey Kong Country Returns,2010,Platform,Nintendo,3.17,1.79,1.03,0.46,6.44,87,77,8.6,368,Retro Studios,E
Super Mario Galaxy 2,2010,Platform,Nintendo,3.56,2.35,0.98,0.62,7.51,97,87,9.1,1854,Nintendo EAD Tokyo,E
Fable III,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80,88,6.5,604,Lionhead Studios,M
Red Dead Redemption,2010,Action,Take-Two Interactive,3.7,1.95,0.09,0.58,6.32,95,96,9,2316,Rockstar San Diego,M
Kinect Sports,2010,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,73,51,7.4,95,Rare Ltd.,E10+
Just Dance 2,2010,Misc,Ubisoft,5.8,2.85,0.01,0.78,9.44,74,24,7.3,24,Ubisoft,E10+
Call of Duty: Black Ops,2010,Shooter,Activision,5.99,4.37,0.48,1.79,12.63,88,58,6.4,1094,Treyarch,M
Halo: Reach,2010,Shooter,Microsoft Game Studios,7.04,1.95,0.08,0.79,9.86,91,99,7.9,2045,Bungie,M
Call of Duty: Black Ops,2010,Shooter,Activision,9.7,3.68,0.11,1.13,14.61,87,89,6.3,1454,Treyarch,M
Kinect Adventures!,2010,Misc,Microsoft Game Studios,15,4.89,0.24,1.69,21.81,61,45,6.3,106,Good Science Studio,E
Anno 2070,2011,Strategy,Ubisoft,0,1.13,0,0.29,1.43,83,33,7,493,"Blue Byte, Related Designs",T
Rugby World Cup 2011,2011,Sports,505 Games,0,0.24,0,0.07,0.32,50,12,5.6,7,HB Studios Multimedia,E
World of Tanks,2011,Shooter,Wargaming.net,0,0.23,0,0.05,0.29,80,38,3.7,1466,Wargaming.net,T
F1 2011,2011,Racing,Codemasters,0,0.15,0,0.04,0.19,83,10,7.2,83,Codemasters,E
DiRT 3,2011,Racing,Codemasters,0,0.13,0,0.03,0.15,86,23,6.9,433,Codemasters,T
Alice: Madness Returns,2011,Adventure,Electronic Arts,0,0.1,0,0.02,0.12,75,29,8.4,559,Spicy Horse,M
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0,0.07,0,0.02,0.09,77,13,6.4,88,Konami,N/A
Saint Seiya: Sanctuary Battle,2011,Action,Namco Bandai Games,0,0.09,0.11,0.02,0.23,62,14,7.3,34,Dimps Corporation,N/A
"Warhammer 40,000: Dawn of War II - Retribution",2011,Strategy,THQ,0,0.06,0,0.02,0.08,80,52,7.8,235,Relic,M
A Game of Thrones: Genesis,2011,Strategy,Focus Home Interactive,0,0.03,0,0.01,0.03,53,40,4,110,Cyanide,N/A
Air Conflicts: Secret Wars,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03,65,5,6.4,24,Games Farm,T
Airline Tycoon 2,2011,Simulation,Kalypso Media,0,0.04,0,0.01,0.05,57,4,5.5,30,Kalypso,E
Cities in Motion,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,70,20,7.7,105,Colossal Order,E
FIFA Manager 12,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05,72,11,3.9,24,Bright Future GmbH,E
IL-2 Sturmovik: Cliffs of Dover,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,60,13,7.1,114,1C: Maddox Games,T
Magicka,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03,74,44,7.6,602,Arrowhead Game Studios,T
Men of War: Vietnam,2011,Strategy,Unknown,0,0.03,0,0.01,0.04,68,19,4.9,35,Best Way,T
Stronghold Kingdoms,2011,Strategy,DTP Entertainment,0,0.1,0,0.01,0.11,75,4,4.9,89,FireFly Studios,N/A
Supreme Ruler: Cold War,2011,Strategy,Paradox Interactive,0,0.03,0,0.01,0.03,63,12,6.8,27,BattleGoat Studios,RP
Take On Helicopters,2011,Simulation,Unknown,0,0.02,0,0.01,0.03,70,10,6.7,28,Bohemia Interactive,T
Terraria,2011,Action,Unknown,0,0.13,0,0.01,0.14,83,29,8.5,1613,Re-Logic,T
The Cursed Crusade,2011,Action,DTP Entertainment,0,0.03,0,0.01,0.03,55,7,6,33,Kylotonn,M
The Next BIG Thing,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01,0.06,75,30,7.9,35,Pendulo Studios,E10+
Trine 2,2011,Platform,Focus Home Interactive,0,0.03,0,0.01,0.04,84,55,8.4,667,"Frozenbyte, Inc.",E10+
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,0,0.04,0.04,0.01,0.09,80,36,6.2,114,Capcom,T
Virtua Tennis 4,2011,Sports,Sega,0,0.03,0,0.01,0.04,66,5,7.3,43,Sega,E
Warriors Orochi 3,2011,Action,Ubisoft Annecy,0,0.04,0.57,0.01,0.62,70,17,7.9,35,Omega Force,T
Way of the Samurai 4,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.19,58,25,6.5,15,Acquire,M
Black * Rock Shooter: The Game,2011,Role-Playing,Unknown,0,0,0.15,0,0.15,66,19,7.2,39,"Image Epoch, Imageepoch",T
Blazblue: Continuum Shift Extend,2011,Fighting,PQube,0,0,0.09,0,0.09,73,6,7.5,27,Arc System Works,T
Corpse Party: Book of Shadows,2011,Adventure,5pb,0,0,0.04,0,0.04,67,23,8.2,50,5pb,M
Dungeons - The Dark Lord,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,72,6,5.6,16,Kalypso,M
Inazuma Eleven Strikers,2011,Role-Playing,Nintendo,0,0.01,0.25,0,0.26,59,16,7.9,10,Level 5,N/A
Off-Road Drive,2011,Racing,1C Company,0,0.03,0,0,0.04,60,10,6.4,17,Avalon Style,N/A
One Piece Unlimited Cruise SP,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,46,20,7.3,14,Bandai Namco Games,N/A
Sengoku,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.01,70,13,6.8,86,Paradox Development Studio,T
STORM: Frontline Nation,2011,Strategy,Unknown,0,0.01,0,0,0.01,60,12,7.2,13,SimBin,E10+
Trapped Dead,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,50,14,4.7,57,"Headup Games, Crenetic Studios",N/A
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,0,0.03,0.04,0,0.07,79,44,6.2,85,Capcom,T
Unchained Blades,2011,Role-Playing,FuRyu,0,0,0.06,0,0.06,61,8,7.5,15,FuRyu,T
Unchained Blades,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,65,8,7.8,16,FuRyu,T
Worms: Ultimate Mayhem,2011,Strategy,Unknown,0,0.03,0,0,0.04,66,4,7.8,48,Team 17,E10+
Age of Empires Online,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01,0.06,70,44,5.6,186,Gas Powered Games,E10+
Cities XL 2012,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07,61,18,5.6,95,Monte Cristo Multimedia,E
Men of War: Assault Squad,2011,Strategy,1C Company,0.01,0.03,0,0.01,0.05,77,21,8.2,93,"THQ, 1C, 1C Company",T
Operation Flashpoint: Red River,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07,67,25,4.9,103,Codemasters,M
Serious Sam 3: BFE,2011,Shooter,Mastertronic,0.01,0.05,0,0.01,0.08,72,53,8.2,586,Croteam,N/A
Breach,2011,Shooter,Destineer,0.01,0,0,0,0.01,61,12,5.8,43,Atomic Games,T
The Wolf Among Us,2011,Adventure,Telltale Games,0.01,0.02,0,0,0.03,83,5,7.7,88,N/A,N/A
uDraw Studio: Instant Artist,2011,Misc,THQ,0.01,0.01,0,0,0.02,54,5,5.7,6,THQ,E
Football Manager 2012,2011,Sports,Sega,0.02,1.16,0,0.33,1.51,84,45,8,172,Sports Interactive,E
Sonic Generations,2011,Platform,Sega,0.02,0.07,0,0.02,0.11,77,11,8.3,337,Sega,E
Gray Matter,2011,Adventure,DTP Entertainment,0.02,0.05,0,0.01,0.08,72,27,7.7,80,Wizarbox,T
APB Reloaded,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,0.04,56,12,5.7,269,"Reloaded Productions, Reloaded Games Inc.",M
Dungeon Defenders,2011,Role-Playing,Unknown,0.02,0,0,0,0.02,81,26,7.3,399,Trendy Entertainment,E10+
JASF: Jane's Advanced Strike Fighters,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.04,48,4,3.1,14,Trickstar Games,T
The Haunted: Hell's Reach,2011,Shooter,Visco,0.02,0,0,0,0.02,51,8,7.6,47,ValuSoft,M
Tom Clancy's Splinter Cell Classic Trilogy HD,2011,Action,Ubisoft,0.02,0,0,0,0.02,67,21,6.8,29,Ubisoft,M
Rugby World Cup 2011,2011,Sports,505 Games,0.03,0.21,0,0.04,0.28,55,14,3.9,13,HB Studios Multimedia,E
Blazblue: Continuum Shift Extend,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83,28,7.5,97,Arc System Works,T
F1 2011,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66,27,6.2,25,Codemasters,E
Ridge Racer,2011,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,44,39,3.7,59,"Namco Bandai Games, Cellius",E10+
BlazBlue: Continuum Shift II,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77,8,6.8,10,Arc System Works,T
Hunted: The Demon's Forge,2011,Action,Bethesda Softworks,0.03,0.01,0,0,0.05,61,21,6.6,127,InXile Entertainment,M
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.03,0,0,0,0.03,73,11,6.6,17,Traveller's Tales,E10+
F.E.A.R. 3,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0,0.03,0.15,74,34,5.9,420,Day 1 Studios,M
MotoGP 10/11,2011,Racing,Capcom,0.04,0.1,0,0.03,0.17,68,32,6.1,23,Monumental Games,E
Arcana Heart 3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73,10,7.5,27,Examu,T
Army Corps of Hell,2011,Action,Square Enix,0.04,0.04,0,0.02,0.09,57,43,6.6,28,"Entersphere, Inc.",M
Dynasty Warriors 7: Xtreme Legends,2011,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64,11,7.8,9,Omega Force,T
Michael Jackson: The Experience,2011,Misc,Ubisoft,0.04,0.03,0,0.02,0.09,57,27,5.8,19,Ubisoft,E10+
Red Orchestra 2: Heroes of Stalingrad,2011,Shooter,Tripwire Interactive,0.04,0.07,0,0.02,0.14,76,49,7.3,729,Tripwire Interactive,M
Top Spin 4,2011,Sports,Take-Two Interactive,0.04,0.08,0,0.02,0.14,54,8,7.4,7,2K Games,E
Dead Rising 2: Off the Record,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,66,10,5.3,54,Capcom Vancouver,M
Knights Contract,2011,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08,51,37,6,8,Game Republic,M
Driver: San Francisco,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18,80,11,7,332,Ubisoft Reflections,T
The Lord of the Rings: War in the North,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0,0.03,0.19,66,21,7.1,289,Snowblind Studios,M
Bodycount,2011,Shooter,Codemasters,0.05,0.05,0,0.02,0.11,50,40,3.5,28,Guildford Studio,M
Dynasty Warriors Next,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67,35,7.5,73,Koei,T
Patapon 3,2011,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74,41,7.2,35,SCE Japan Studio,E
The Adventures of Tintin: The Game,2011,Action,Ubisoft,0.05,0.09,0,0.02,0.15,56,8,5.7,12,Ubisoft Montpellier,E10+
BlazBlue: Continuum Shift II,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64,14,6.1,19,Arc System Works,T
Call of Juarez: The Cartel,2011,Shooter,Ubisoft,0.05,0.05,0,0.01,0.11,51,12,3.3,126,Ubisoft,M
Captain America: Super Soldier,2011,Action,Sega,0.05,0.02,0,0.01,0.08,51,9,5,6,High Voltage Software,T
Cubic Ninja,2011,Platform,Ubisoft,0.05,0.04,0,0.01,0.1,51,15,5.9,14,AQ Interactive,E
Driver: Renegade,2011,Racing,Ubisoft,0.05,0.04,0,0.01,0.09,48,13,5,20,Ubisoft,M
Harry Potter and the Deathly Hallows - Part 2,2011,Action,Electronic Arts,0.05,0.04,0,0.01,0.1,43,12,5,56,N/A,N/A
Knights Contract,2011,Action,Namco Bandai Games,0.05,0.03,0,0.01,0.08,49,41,5.6,16,Game Republic,M
Red Faction: Armageddon,2011,Shooter,THQ,0.05,0.02,0,0.01,0.09,75,29,6.7,273,Volition Inc.,M
Rio,2011,Misc,THQ,0.05,0.03,0,0.01,0.09,60,16,7,7,Eurocom Entertainment Software,E10+
Supremacy MMA,2011,Fighting,505 Games,0.05,0.02,0,0.01,0.08,49,17,6.2,11,Kung Fu Factory,M
Virtua Tennis 4,2011,Sports,Sega,0.05,0.08,0,0.01,0.14,65,15,7.5,4,Sega,E
Winter Stars,2011,Sports,Deep Silver,0.05,0.03,0,0.01,0.09,46,9,6.5,4,49Games,E
Back to the Future: The Game,2011,Adventure,Telltale Games,0.05,0,0,0,0.05,66,7,4.1,9,Iron Galaxy Studios,T
X-Men: Destiny,2011,Action,Activision,0.05,0.01,0,0,0.06,33,6,5.6,7,Silicon Knights,E10+
Operation Flashpoint: Red River,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67,36,6.3,18,Codemasters,M
The Adventures of Tintin: The Game,2011,Action,Ubisoft,0.06,0.15,0,0.05,0.26,59,27,5.7,13,Ubisoft Montpellier,E10+
Brink,2011,Shooter,Bethesda Softworks,0.06,0.09,0,0.03,0.18,70,38,6,547,Splash Damage,T
Driver: San Francisco,2011,Racing,Ubisoft,0.06,0.09,0,0.02,0.16,64,7,6.2,10,Ubisoft Reflections,T
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63,28,7,24,Vicious Cycle,T
Warriors: Legends of Troy,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44,22,7,24,Tecmo Koei Canada,M
BIT.TRIP COMPLETE,2011,Misc,Rising Star Games,0.06,0.02,0,0.01,0.09,84,19,8.7,18,Gaijin Games,E
JASF: Jane's Advanced Strike Fighters,2011,Simulation,Deep Silver,0.06,0.02,0,0.01,0.09,45,5,4.5,8,Trickstar Games,T
Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.06,0.01,0,0.01,0.08,74,5,5.9,16,Visual Concepts,E
Rango: The Video Game,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13,68,25,8,9,Behaviour Interactive,E10+
Spider-Man: Edge of Time,2011,Action,Activision,0.06,0.02,0,0.01,0.09,62,9,5.2,6,Beenox,T
The First Templar,2011,Action,Kalypso Media,0.06,0.04,0,0.01,0.1,52,21,6.3,26,Haemimont,T
The First Templar,2011,Action,Kalypso Media,0.06,0.01,0,0.01,0.08,57,19,5.8,60,Haemimont,T
Thor: God of Thunder,2011,Action,Sega,0.06,0.03,0,0.01,0.1,55,10,4.2,5,Red Fly Studio,T
Top Gun,2011,Simulation,505 Games,0.06,0,0,0.01,0.07,49,25,4.4,5,Doublesix,T
Mayhem 3D,2011,Racing,Evolved Games,0.06,0,0,0,0.07,47,4,8.6,9,Zoo Games,E10+
Monster Tale,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.06,79,15,8,15,DreamRift,E
Stronghold 3,2011,Strategy,N/A,0.06,0.1,0,0,0.16,47,29,3,350,FireFly Studios,T
MindJack,2011,Shooter,Square Enix,0.07,0.07,0,0.03,0.18,44,31,1.7,46,FeelPlus,M
Rango: The Video Game,2011,Action,Electronic Arts,0.07,0.09,0,0.03,0.19,65,23,6.4,7,Behaviour Interactive,E10+
The Adventures of Tintin: The Game,2011,Action,Ubisoft,0.07,0.13,0,0.03,0.24,63,35,6.1,12,Ubisoft Montpellier,E10+
The Cursed Crusade,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45,17,5,26,Kylotonn,M
Bulletstorm,2011,Shooter,Electronic Arts,0.07,0.07,0,0.02,0.16,82,34,7.7,768,"Epic Games, People Can Fly",M
F1 2011,2011,Racing,Codemasters,0.07,0.08,0,0.02,0.16,59,15,6.8,13,Codemasters,E
NCIS,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,0.12,50,4,4,4,Ubisoft,T
Supremacy MMA,2011,Fighting,505 Games,0.07,0.03,0,0.02,0.12,47,17,6.5,4,Kung Fu Factory,M
Thor: God of Thunder,2011,Action,Sega,0.07,0.05,0,0.02,0.14,39,35,4.4,19,Liquid Entertainment,T
Touch My Katamari,2011,Puzzle,Namco Bandai Games,0.07,0.03,0,0.02,0.12,69,41,7.4,51,Bandai Namco Games,E10+
Back to the Future: The Game,2011,Adventure,Telltale Games,0.07,0.01,0,0.01,0.09,66,5,6.8,51,Telltale Games,N/A
Bodycount,2011,Shooter,Codemasters,0.07,0.03,0,0.01,0.11,53,61,4.7,73,Guildford Studio,M
Cartoon Network: Punch Time Explosion,2011,Fighting,Deep Silver,0.07,0.02,0,0.01,0.1,58,16,5.9,28,Papaya Studios,E10+
Conduit 2,2011,Shooter,Sega,0.07,0.04,0,0.01,0.12,64,51,7.6,60,High Voltage Software,T
Darkspore,2011,Role-Playing,Electronic Arts,0.07,0.03,0,0.01,0.12,65,52,6,133,Maxis,T
Doctor Lautrec and the Forgotten Knights,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,53,19,6.1,8,WinkySoft,E10+
Dungeons,2011,Strategy,Kalypso Media,0.07,0.02,0,0.01,0.09,65,35,4.6,106,Realmforge Studios,M
El Shaddai: Ascension of the Metatron,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,75,44,7,47,Ignition Entertainment,T
Green Lantern: Rise of the Manhunters,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0,0.01,0.13,59,17,7.2,23,Double Helix Games,T
James Noir's Hollywood Crimes,2011,Adventure,Ubisoft,0.07,0.07,0,0.01,0.15,60,22,6.6,5,Ubisoft,T
JASF: Jane's Advanced Strike Fighters,2011,Simulation,Deep Silver,0.07,0.03,0,0.01,0.11,41,7,3.1,7,Trickstar Games,T
Jimmie Johnson's Anything With an Engine,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08,67,5,6.8,4,Isopod Labs,E10+
MindJack,2011,Shooter,Square Enix,0.07,0.02,0,0.01,0.09,43,42,1.2,116,FeelPlus,M
Puss in Boots,2011,Action,THQ,0.07,0.01,0,0.01,0.09,70,4,7,4,THQ,E10+
X-Men: Destiny,2011,Action,Activision,0.07,0.02,0,0.01,0.1,36,10,4.5,15,Silicon Knights,T
Mahjong Cub3D,2011,Puzzle,Sunsoft,0.07,0,0.02,0,0.09,67,11,5.3,4,SunSoft,E
Bust-A-Move Universe,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,49,30,4.8,13,Arika,E
L.A. Noire: The Complete Edition,2011,Adventure,Take-Two Interactive,0.08,0.13,0,0.03,0.25,83,28,7.9,903,Rockstar Leeds,M
PlayStation Move Heroes,2011,Platform,Sony Computer Entertainment,0.08,0.06,0,0.03,0.17,53,39,6.1,16,Nihilistic,E10+
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,0.08,0.08,0,0.03,0.19,65,8,2.4,5,THQ,E
Dungeon Siege III,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,0.17,72,37,4.7,399,Obsidian Entertainment,T
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79,9,7,12,Konami,E
de Blob 2,2011,Platform,THQ,0.08,0.02,0,0.01,0.11,75,11,8.2,6,Halfbrick Studios,E
Gabrielle's Ghostly Groove 3D,2011,Adventure,Funbox Media,0.08,0.02,0,0.01,0.11,62,9,7.4,9,Santa Entertainment,E
